0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;1,451
0,000;3,822
0,000;3,763
0,000;1,511
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,905;0,000
1,288;0,000
1,288;0,000
1,283;0,000
1,288;0,000
1,288;0,000
1,288;0,000
1,288;0,000
1,288;0,000
1,288;0,000
1,288;0,000
1,288;0,000
1,288;0,000
1,288;0,000
1,283;0,000
1,288;0,000
1,288;0,000
1,288;0,000
1,288;0,000
1,288;0,000
1,288;0,000
1,288;0,000
1,288;0,000
1,288;0,000
1,288;0,000
1,288;0,000
1,283;0,000
1,288;0,000
1,288;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,532
0,000;3,822
0,000;4,004
0,000;4,063
0,000;4,127
0,000;4,186
0,000;1,815
0,000;0,000
3,822;0,000
4,163;0,000
4,136;0,000
4,054;0,000
4,186;0,000
4,027;0,000
2,807;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,469;0,000
0,660;0,000
0,664;0,000
0,660;0,000
0,664;0,000
0,660;0,000
0,664;0,000
0,660;0,000
0,664;0,000
0,660;0,000
0,664;0,000
0,660;0,000
0,664;0,000
0,660;0,000
0,664;0,000
0,660;0,000
0,664;0,000
0,660;0,387
0,664;1,174
0,660;1,178
0,664;1,178
0,660;1,174
0,664;1,178
0,660;1,174
0,664;1,178
0,660;1,178
0,664;1,174
0,660;1,178
0,664;1,174
0,660;1,178
0,664;1,174
0,660;1,178
0,664;1,178
0,660;1,174
0,664;1,178
0,660;1,174
0,664;1,178
0,000;0,551
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;3,758
0,000;4,004
0,000;4,040
0,000;4,150
0,000;4,040
0,000;4,150
0,000;4,040
0,000;4,054
0,000;2,175
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;1,024
0,000;1,019
0,000;1,019
0,000;1,024
0,000;1,019
0,000;1,019
0,000;1,019
0,000;1,024
0,000;1,019
0,000;1,019
0,000;1,024
0,000;1,019
0,000;1,019
0,000;1,024
0,000;1,019
0,000;1,019
0,000;1,019
0,000;1,024
0,000;1,019
0,000;1,019
0,000;1,024
0,000;1,019
0,000;1,019
0,000;1,024
0,000;1,019
0,000;1,019
0,000;1,019
0,000;1,024
0,000;1,019
0,000;1,019
0,000;1,024
0,000;1,019
0,000;1,019
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
0,000;0,000
