12,530
0,940
0,000
1,050
0,000
-0,090
-1,000
-0,200
-1,990
-4,740
-5,110
-5,280
-7,570
-10,460
-10,910
-11,180
-10,900
-7,750
-4,700
-5,540
-3,520
-0,240
-0,010
-0,120
0,000
0,010
18,000
12,500
